8	-1	1	-1	9	-1	-1	-1	-1	0	1
9	-1	2	0	10	-1	-1	8	-1	1	1
10	-1	3	1	11	-1	-1	9	-1	2	1
11	-1	4	2	12	-1	-1	10	-1	3	1
12	-1	5	3	13	-1	-1	11	-1	4	1
13	-1	6	4	14	-1	-1	12	-1	5	1
14	-1	7	5	15	-1	-1	13	-1	6	1
15	-1	-1	6	-1	-1	-1	14	-1	7	1
16	0	9	-1	17	1	-1	-1	-1	0	2
17	1	10	8	18	2	0	16	-1	1	2
18	2	11	9	19	3	1	17	-1	2	2
19	3	12	10	20	4	2	18	-1	3	2
20	4	13	11	21	5	3	19	-1	4	2
21	5	14	12	22	6	4	20	-1	5	2
22	6	15	13	23	7	5	21	-1	6	2
23	7	-1	14	-1	-1	6	22	-1	7	2
24	8	17	-1	25	9	-1	-1	-1	0	3
25	9	18	16	26	10	8	24	-1	1	3
26	10	19	17	27	11	9	25	-1	2	3
27	11	20	18	28	12	10	26	-1	3	3
28	12	21	19	29	13	11	27	-1	4	3
29	13	22	20	30	14	12	28	-1	5	3
30	14	23	21	31	15	13	29	-1	6	3
31	15	-1	22	-1	-1	14	30	-1	7	3
32	16	25	-1	33	17	-1	-1	-1	0	4
33	17	26	24	34	18	16	32	-1	1	4
34	18	27	25	35	19	17	33	-1	2	4
35	19	28	26	36	20	18	34	38	3	4
38	20	29	27	39	21	19	35	37	4	4
39	21	30	28	40	22	20	38	-1	5	4
40	22	31	29	41	23	21	39	-1	6	4
41	23	-1	30	-1	-1	22	40	-1	7	4
42	24	33	-1	43	25	-1	-1	-1	0	5
43	25	34	32	44	26	24	42	-1	1	5
44	26	35	33	45	27	25	43	-1	2	5
45	27	36	34	46	28	26	44	37	3	5
48	35	37	46	49	27	45	47	38	8	5
49	38	51	36	50	52	28	48	35	8	9
52	28	39	37	53	29	27	51	36	4	9
53	29	40	38	54	30	28	52	-1	5	9
54	30	41	39	55	31	29	53	-1	6	9
55	31	-1	40	-1	-1	30	54	-1	7	9
56	32	43	-1	57	33	-1	-1	-1	0	6
57	33	44	42	58	34	32	56	-1	1	6
58	34	45	43	59	35	33	57	-1	2	6
59	35	46	44	60	36	34	58	-1	3	6
47	45	36	60	48	35	59	61	-1	8	6
63	46	48	61	64	36	60	62	-1	9	6
64	36	49	47	65	37	46	63	-1	9	5
65	37	50	48	66	51	36	64	-1	9	9
66	51	68	49	67	69	37	65	-1	9	10
50	52	69	37	68	70	38	49	-1	8	10
70	38	53	51	71	39	37	69	-1	4	10
71	39	54	52	72	40	38	70	-1	5	10
72	40	55	53	73	41	39	71	-1	6	10
73	41	-1	54	-1	-1	40	72	-1	7	10
74	42	57	-1	75	43	-1	-1	-1	0	7
75	43	58	56	76	44	42	74	-1	1	7
76	44	59	57	77	45	43	75	-1	2	7
77	45	60	58	78	46	44	76	-1	3	7
61	59	46	78	47	45	77	79	-1	8	7
62	60	47	79	63	46	78	80	-1	9	7
82	61	63	80	83	47	79	81	-1	10	7
83	47	64	62	84	48	61	82	-1	10	6
84	48	65	63	85	49	47	83	-1	10	5
85	49	66	64	86	50	48	84	-1	10	9
86	50	67	65	87	68	49	85	-1	10	10
87	68	89	66	88	90	50	86	-1	10	11
67	69	90	50	89	91	51	66	-1	9	11
68	70	91	51	90	92	52	50	-1	8	11
92	52	71	69	93	53	51	91	-1	4	11
93	53	72	70	94	54	52	92	-1	5	11
94	54	73	71	95	55	53	93	-1	6	11
95	55	-1	72	-1	-1	54	94	-1	7	11
-1	56	75	-1	-1	57	-1	-1	-1	0	8
-1	57	76	74	-1	58	56	-1	-1	1	8
-1	58	77	75	-1	59	57	-1	-1	2	8
-1	59	78	76	-1	60	58	-1	-1	3	8
79	77	60	-1	61	59	-1	-1	-1	8	8
80	78	61	-1	62	60	-1	-1	-1	9	8
81	79	62	-1	82	61	-1	-1	-1	10	8
-1	80	82	-1	-1	62	-1	-1	-1	11	8
-1	62	83	81	-1	63	80	-1	-1	11	7
-1	63	84	82	-1	64	62	-1	-1	11	6
-1	64	85	83	-1	65	63	-1	-1	11	5
-1	65	86	84	-1	66	64	-1	-1	11	9
-1	66	87	85	-1	67	65	-1	-1	11	10
-1	67	88	86	-1	89	66	-1	-1	11	11
-1	89	-1	87	-1	-1	67	-1	-1	11	12
88	90	-1	67	-1	-1	68	87	-1	10	12
89	91	-1	68	-1	-1	69	67	-1	9	12
90	92	-1	69	-1	-1	70	68	-1	8	12
-1	70	93	91	-1	71	69	-1	-1	4	12
-1	71	94	92	-1	72	70	-1	-1	5	12
-1	72	95	93	-1	73	71	-1	-1	6	12
-1	73	-1	94	-1	-1	72	-1	-1	7	12
